总数 18103
16157 大路上卖竹竿——这个说短那个说长
16158 拔河比赛——强拉硬拽
16159 大热天掉到了冰客里——浑身凉了
16160 下雨背稻草——越背负担越重
16161 冬瓜藤缠茄子——东攀西扯
16162 弹花匠归天——死也不谈
16163 手帕做床单——横竖不够料
16164 拿着赶狗棒儿骂皇帝——贵贱也不自量
16165 滚水烫猪肚——越来越缩
16166 落到麻雀窝里的花喜鹊——长不了
16167 太母娘管外甥——白费劲
16168 寒露天换毛的鹧鸪——还能跳几步
16169 砂子地里放屁——不害你那口修
16170 阎王殿跑出来的——不知道死活
16171 八字没一撇——哪里能成事
16172 鸭毛淋水——一晃而过
16173 虾公掉进了油锅里——闹了个大红脸
16174 背着门扇取布——没有这么大的牌子
16175 插根筷子当旗杆——竖不起来
16176 清水拌石子——合不拢
16177 蛤蟆、促织——都是一锹土上人
16178 道士跳法场——鬼使神差
16179 看见岳父不搭腔——有眼不识泰山
16180 篮子提水——一场空
16181 网巾圈儿——打靠后
16182 吊起来打秋千——要的就是这个劲
16183 狗屎作的鞭子——闻也闻不得，舞也舞不得
16184 茶壶里煮饺子——倒不出来
16185 边放鞭炮边打枪——真真假假
16186 鸡蛋羹入口——没刺儿可挑
16187 牛拉磨子——走不出圈套
16188 拉着胡子过街——谦虚
16189 皮球上扎了一刀——软了下来
16190 羊群的狗——混干粮
16191 猴子爬竹竿——往下溜
16192 磨道里的驴——转圈子
16193 二踢脚——一点就蹦
16194 树顶奏唢呐——枝高气扬
16195 瞎猫啃骨头——咬住不放
16196 金弹批飞禽——因小失大
16197 和尚拾到梳子——没用
16198 沤烂的灯草——没良心
16199 魔术师的口袋——永远掏不完
16200 船上打伞——没天没地
16201 换汤不换药——老一套
16202 猪八戒搽粉——自以为美
16203 西瓜皮洗脸——干净不了
16204 十个指头按跳蚤——处处被动
16205 脚底踩擀杖——站不稳
16206 蚂蚁搬家——不是风就是雨
16207 鼻尖上着火——迫在眉睫
16208 五个老信两根胡子——稀少
16209 心里吃了猪毛——乱极了
16210 茅厕坑点灯——找死
16211 泥罐子装沙子——又沙又哑
16212 六月里戴手套——保手
16213 白纸上写黑字——赖不掉
16214 鸭子不吃瘪稻——肚里有食
16215 井底划船——没有出路
16216 属黄花鱼的——溜边
16217 牵狗玩猴弄猢狲——不走正道
16218 山坳上的松树——饱经风霜
16219 拿着唢呐打瞌睡——把事没当事
16220 戏园子的挂钟——群众观点
16221 多年的师傅——老把式
16222 破船装太阳——度日
16223 十五个人睡两头——七颠八倒
16224 木头人上戏台——还差一口气
16225 抱着柴禾救火——倒帮忙
16226 瞎子摸鱼——没有准
16227 剃头棚关门——不理
16228 叫花子登台唱戏——穷快活
16229 吞下秤砣——铁了心
16230 稀泥抹墙——敷衍了事
16231 带刺的鲜花——好看是好看，有点扎手
16232 牛骨头敲梆子——磕骨打髓
16233 马槽里的苍蝇——混饭吃
16234 罐子里养王八——成心憋人
16235 霸王的兵——暗散
16236 钢锤砸铁钉——实打实
16237 蛇咬一口——入骨三分
16238 黄连泡瓜子——苦人儿
16239 冰上打架——狡猾
16240 木匠的斧子——一面砍
16241 岭头上对歌——唱高调
16242 蚊香双头点——两头完
16243 孩子没娘——说来话长
16244 犁地的甩鞭——吹牛
16245 老太太卧鸡蛋——一勺一个
16246 稀狗屎上叉——白搭
16247 猴儿戴帽——装人样儿
16248 在山头上唱歌——调子太高
16249 新媳妇儿坐在花轿里——任人摆布
16250 枯藤攀枫树——生死相依
16251 举杯邀明月——说空话
16252 雨天共伞——同挡
16253 屁股上挂镜子——照见别人照不见自己
16254 庄稼佬不认得木鱼——挨打的木头
16255 竹篙撑船——一竿子插到底
16256 草船借箭——坐享其成
16257 婆娘做鞋——一针一线往前追
16258 猫撩狗子——不是对手
16259 大闺女上轿——磨蹭
16260 灯草打鼓——不想
16261 船头上迈步——路子越走越窄
16262 瞎子点灯——白费蜡
16263 铜钱眼里打秋千——小人
16264 皇帝女——唔忧嫁
16265 聋子打翻了哑巴的油瓶——说不清
16266 瞎子打俏眼——白费劲
16267 老和尚卷铺盖——离庙
16268 鸡窝斟鸭窝——差不离
16269 景德镇的瓷器——瓷儿好
16270 瞎汉跳渠——看钱面
16271 庙里的菩萨——泥塑木雕
16272 哑巴吃馄饨——心中有数
16273 脑瓜盖上开铆——不敢钉
16274 天灵盖上长眼睛——目中无人
16275 黑处作揖——各尽其心
16276 借汤下面——沾光
16277 半空中吊帐子——不着实地
16278 孩子哭他妈的兄弟——没舅了
16279 五个和尚化缘——三心二意
16280 唱戏的骑马——步行
16281 湖底的鱼——打不起来
16282 胸窝里挂门板——好大的牌子
16283 铁拐李摆摊——蹩脚货
16284 锅边上的小米——熬出来的
16285 花岗岩脑袋——顽固不化
16286 没跟的鞋子——拖拖沓沓
16287 钢铃打锣——另有音
16288 举起碾盘打月亮——不知天高地厚
16289 靶场上的人头——干等着挨打
16290 壁笆上挂团鱼——四脚无捞
16291 老虎吃天——无从下嘴
16292 老鼠尾巴上绑鸡毛——不是个正经鸟
16293 三条腿的骡子——跑不了
16294 甩出去的手榴弹——大发雷火
16295 二十四磅榔头敲钢板——响当当
16296 风浪里的小舟——摇摆不定
16297 荞麦地里的乌龟——能往哪跑
16298 聋子拉二胡——胡扯
16299 乏驴上磨——没精打采
16300 干水池里的泥鳅——滑不到哪里去
16301 敲头顶脚底响——灵透了
16302 田塍上搭桥——不是路
16303 陈年谷子烂芝麻——不新鲜
16304 老虎吃天——难下爪
16305 赤滤膊桶马蜂窝——不惜血本
16306 七擒孟获——叫他口服心服
16307 瓜子里出臭虫——啥人儿都有
16308 秤砣掉进大海里——富不起来
16309 拉屎拉到鞋跟儿里——提不得
16310 屎壳郎地蹶子——好大的胆子
16311 老虎背上拍苍蝇——送死
16312 一颗明珠土里埋——早晚得出头
16313 王八吃柳条——嘴能编
16314 猪八戒照相——自找难看
16315 一根针落到水里——连个水花也激不起来
16316 五月节鸭仔——不知死活
16317 罗汉的肚子——假大空
16318 吐着胡子打滴溜——嘴上功夫
16319 火塘子边舞镰刀——明侃
16320 启航赶上了顺船风——机不可失
16321 吹笛的会摸眼，打牌的会摸点——干哪行有哪行的门道
16322 坟地里的夜猫子——不是好鸟
16323 公鸡屎——头前热
16324 绣花针落在大海里——一点回响也没有
16325 大肚罗汉瞧观音——睁只眼，闭只眼
16326 二分钱开当铺——周转不开
16327 睡在地铺上——不怕滚地下
16328 游泳池里撒网——一无所获
16329 人到穷时——说话也没有斤两
16330 屎壳郎嫁蝽象——臭味相投
16331 哑巴说话聋子听——两不懂
16332 滑了牙的螺丝帽——团团转
16333 癞蛤蟆跳到脚背上——不咬人略痒人
16334 长白山的野人参——得之不易
16335 弄堂里买报纸——小道消息
16336 鞋底抹油——溜了
16337 马群的骆驼——很突出
16338 冰雹砸荷叶——不堪一击
16339 按姓氏笔画排名次——争也没用
16340 三十晚上晾衣裳——今年不干明年干
16341 按鸡头啄米——白费心机
16342 搭好台子黄了戏——白跑冤枉腿
16343 朝天放箭——无的放矢
16344 袖里来，袖里去——无根无据
16345 冰窖里打哈哈——冷笑
16346 丑媳妇——怕见公婆
16347 半夜开窗户——心在外头
16348 枣木疙瘩——不开窍
16349 棉花店里没棉花——空谈
16350 侯门的小姐，王府的少爷——四体不勤，五谷不分
16351 哑巴吃黄连——有苦说不出
16352 豁牙子吃肥肉——谁也别说谁
16353 初生的娃娃——小手小脚
16354 小孩子掰竹笋——拔尖
16355 卖花的，说花香；卖菜的，说菜鲜——各有一套
16356 小毛驴驮磨盘——直打颤
16357 江河里长大水——泥沙俱下
16358 大钉子锈在木头里——铁定了
16359 敞开窗户——说亮话
16360 黄鼠狼专咬病鸭子——倒霉透了
16361 荷叶包鳝鱼——溜了
16362 蛤蟆眼睛——往上翻
16363 羊屎蛋儿钻天——能豆
16364 八月十五种花生——瞎指挥
16365 电线杆上插鸡毛——好大的胆子
16366 眼睛盯着鼻尖——只看一寸远
16367 死马当活马骑——那是妄想
16368 厕所顶上开窗户——臭气冲天
16369 三只腿的金刚，两个犄角的象——怕人瞧见
16370 小鬼的肚肠——死心眼儿
16371 卖了儿子招女婿——颠倒着做
16372 好女嫁歹汉，驴子吃牡丹——搭配不当
16373 水煮驴皮胶——难熬
16374 骆驼睡觉——两头不靠实
16375 小鸡配凤凰——想高攀
16376 冰块掉进醋缸里——寒酸
16377 舌头绕到拴牛桩上——胡搅蛮缠
16378 一头碰在南墙上——死不拐弯儿
16379 三个厨师烧六只鸭——忙煞
16380 大石头沉海——一落千丈
16381 油梭子发白——短练
16382 耗子上天秤——不自量
16383 买肉的切豆腐——不在话下
16384 追击炮打蚊子——小题大做
16385 雪花落水里——无声无息
16386 死狗下热汤——避不过这一遭
16387 屠夫算猪羊——上了死账了
16388 点不燃的鞭炮——无引
16389 牛车走沙窝——有个稳当劲
16390 百尺竿头挂剪刀——高才
16391 荷叶做雨伞——遮盖不住
16392 老鼠舔猫鼻子——胆子不小
16393 抱着蜡烛取暖——无济于事
16394 荞麦皮打浆糊——粘不到一起
16395 饥饿送口粮——帮了大忙
16396 雕塑匠不给神像叩头——知道老底
16397 穿皮袜子戴皮手套——毛手毛脚
16398 山东的骡子学马叫——南腔北调
16399 剁不烂的牛肉调馅——没法办
16400 垃圾堆里的八骏图——废话
16401 大白天做美梦——胡思乱想
16402 秃子头上抹油——滑头滑脑
16403 袜子无底——升上去了
16404 晴天打伞——有备无患
16405 米筛子筛豆子——格格不入
16406 财神爷放帐——无利可图
16407 妓院里的处理品——下贱货
16408 用小虾钓鲤鱼——吃小亏占大便宜
16409 咸菜煮豆腐——不必多言
16410 霜打的麻叶——垂头丧气
16411 王八钻泥——踪影不露
16412 老公鸡披蓑衣——嘴尖毛长
16413 马蜂窝做蒲墩——一屁股窟窿
16414 老鹰下地——不得一皮毛也要得一皮草
16415 土庙里——敬不下洋神
16416 吃了砒霜毒狗——害人先害己
16417 灯笼照火把——亮对亮
16418 猫儿不吃死耗子——做的假样子
16419 豺狼戴僧帽——装善人
16420 戴斗笠坐席子——独霸一方
16421 南来北往——不是东西
16422 瘫子掉在井里——捞起来也是坐
16423 六月的蛤蜊——死不开口
16424 飞机上聊天——高谈阔论
16425 会计结账——算数
16426 臭水坑里的核桃——不是好人
16427 俩哑巴睡一头——好得没法说
16428 芦花弹棉被——软得很
16429 马路上的电线杆——靠边站
16430 枣子骨头——两头奸
16431 光有鼓槌子——打不响
16432 挑粪的拍后门——要人屎
16433 见了骆驼说是马肿背——少见多怪
16434 阎王老作寿——鬼去贺喜
16435 红头苍蝇叮烂猪头——臭味相投
16436 苍蝇碰上蜘蛛网——脱不了身
16437 木匠师傅吊线——照直谈
16438 二大娘缠脚布——严严实实
16439 属瓶子的——有口无心
16440 被窝里捉跳蚤——瞎抓
16441 大水缸里捞芝麻——难上加难
16442 张飞哭刘备——真凶啊
16443 瞎猫咬定死老鼠——不松口
16444 鼻梁上推小车——走头无路
16445 小兔遇到头场雪——蒙了
16446 碗边的苍蝇——混饭吃
16447 开水锅里揭奶皮——白费功夫
16448 荷花塘里拍照——偶像
16449 盖三十年的破被——老套子
16450 鸭背上泼水——劳而无功
16451 木棒插进炭篓子——倒尽了煤
16452 水鬼找城隍——恶人先告状
16453 蝌蚪的尾巴——寿命不长
16454 秃子不点灯——自亮
16455 蚂蚁啃骨头——精神可嘉
16456 裤裆里抹黄泥——说不明也辨不明是泥是屎
16457 风里点灯——不久长
16458 河豚鱼投胎——全身都有毒
16459 天下冰雹光搂头——啥也不顾
16460 玻璃罩里的苍蝇——眼见光明，没有出路
16461 公鸡戴帽子——官上加官
16462 走近鬼门关——离死不远了
16463 蚕子变蛾子——要飞了
16464 四个菩萨三个猪头——没有我的份
16465 秤砣落在棉花里——没有回音
16466 千手观音——块块抓
16467 阎王殿前把门——难放过鬼去
16468 几百年的老陈账——难算
16469 没切开的西瓜——红白不分
16470 荷叶包钉子——个个都出头
16471 又打收兵锣，又吹冲锋号——进退两难
16472 宋朝的秦桧，明朝的严嵩——坏对坏
16473 牛踩黄泥路——越踩越糟糕
16474 千里搭长棚——没有不散的筵席
16475 武大郎的扁担——长不了
16476 葵花结子——心眼多
16477 破鞋——提不得
16478 虎嘴上拔毛——危险
16479 鸡飞蛋打——一场空
16480 十月怀胎——肚子里有货
16481 芝麻做饼——点子多
16482 喉咙里吞了萤火虫——嘴巴不响，肚里明白
16483 胳膊折了往袖里藏——家丑不可外扬
16484 刮大风吃炒面——张不开嘴
16485 坐飞机讲哲学——高谈阔论
16486 破麻袋绣花——底子差
16487 馋嘴进药店——自讨苦吃
16488 黄连树下一棵草——苦苗苗
16489 山上的竹子——内部空虚
16490 千年大树百年松——根深蒂固
16491 马尾串豆腐——别提了
16492 抱着头撞墙——不拐弯
16493 说话冲倒南墙——好硬的口气
16494 电灯泡——胆大心细
16495 八卦阵里骑马——闯不出路子
16496 瞎老婆死汉子——没想
16497 蜡烛点灯——光棍一条
16498 十五个聋子问路——七喊八叫
16499 锅边上的小米——熬出来了
16500 鼓楼上小雀——耐惊耐怕
16501 合金刚让座，对石佛谈禅——休想弄得圆通，说得明白
16502 白灰店里买眼药——找错了门
16503 老和尚敲木鱼——句句着实
16504 腹中行船——度量大
16505 狼夸羊肥——不怀好意
16506 梦中游西湖——好景不长
16507 秋后到地里——专门找茬儿
16508 冲锋枪上的通条——直来直去
16509 黄牛打架——死顶
16510 挂着腊肉吃斋——难熬
16511 梦里讲新郎——空喜一场
16512 热锅上的蚂蚁——团团转
16513 药店里的甘草——少不了的一位
16514 过了年的桃符——没用处
16515 额头连下巴——没脸
16516 九毛加一毛——时髦
16517 没本钱买卖——赚起赔不起
16518 哑巴葫芦——没长嘴
16519 没头的苍蝇——乱钻
16520 大风地里点灯——没指望
16521 案板底下放风筝——飞不起来
16522 鸡屎拌面——假鲁
16523 去了角的公鹿——非驴非马
16524 水管没梁——饭桶
16525 癞蛤蟆吞蒺藜——干吃哑巴亏
16526 锥处囊中——其末立见
16527 骑马不带鞭——拍马屁
16528 兔子王八瞪眼——混充红绿灯
16529 沙漠里的骆驼——顶了大用了
16530 青石板上摔王八——硬碰硬
16531 风吹墙头草——两边倒
16532 池塘里的癞蛤蟆——叫起来没有个完
16533 猴儿吃芥末——傻了眼
16534 醉雷公——胡批
16535 中药铺柜台上的湿抹布——酸、甜、苦、辣全搅和在了一起
16536 夹巷赶狗——直来直去
16537 玻璃镜照着清泉水——嘴里不说他心里都明白
16538 耗子眼看天——小瞧
16539 猪身上的肉——有肥有瘦
16540 砌墙的砖头——后来居上
16541 胸口上贴灵符——心里有鬼
16542 讨吃鬼算卦——穷卖斯文
16543 佛爷脸上刮金子——刻薄
16544 枕木上的两条铁轨——总拧不到一块
16545 豆腐渣贴门神——两不沾边
16546 喝墨水——黑了心肠
16547 百年松树，五月芭蕉——粗枝大叶
16548 一块腊肉藏在饭碗里头——有人情显不出来
16549 卖布不用尺——胡扯
16550 饿肚汉嗑瓜子——饱不了人
16551 天上的星星——没准数
16552 磨砖砌的喉咙——又光又
16553 双簧演成独角戏——没了帮腔的
16554 煮熟了放进自己菜盘的雀儿——不会飞掉
16555 九牛一毛——微不足道
16556 盘古的斧头——开天辟地
16557 牵牛下水——六脚齐湿
16558 一个指头和面——不是和，是捣
16559 刚扯帆就遇上顶头风——出师不利
16560 喝了迷魂汤——昏了腔
16561 刺笆林头的斑鸠——不知春秋
16562 石头人嘴里灌米汤——滴水不进
16563 刘姥姥进了大观园——眼花缭乱
16564 绣花枕头——草包
16565 沙河里的石头——磨得没有棱角了
16566 阿拉伯数字8字分家——零比零
16567 落到江湖里——都是一家人
16568 茶壶里煮饺子——有货倒不出
16569 耗子钻洞——无影无踪
16570 赶着大车下河——没辙
16571 武大郎上墙头——上不去下不来
16572 热山药蛋掉进灰坑里——洗刷不清
16573 爬上宝塔尖迈步——出人头地
16574 青石板上过日子——只有出项，没有进项
16575 老将出马——一个顶俩
16576 阿斗当皇帝——软弱无能
16577 黄牛背上的跳蚤——自高自大
16578 石狮子报告——实话实说
16579 赶庙的失孩子——活丢人
16580 一根老牛筋——蒸不熟煮不烂
16581 包公升堂——尽管直说
16582 尼姑下山——心野了
16583 打掉了牙齿往肚子里咽——有苦难言
16584 肚里吃萤火虫——自己明白
16585 落地的山梨——熟透了
16586 庙门口的狮子——事实
16587 黄鼠狼抹墙——小手小脚
16588 牛鼻绳落人手——身不由己
16589 鹤脚拴在鳖腿上——想飞也飞不了
16590 冷水泡茶——没味儿
16591 枕木上的铁轨——明摆着
16592 火车上了烂泥路——走错了道儿
16593 二郎爷放屁——神气
16594 大师傅熬稀粥——不在话下
16595 骑马逛草原——没完
16596 耗子钻进古书堆——吃老本
16597 雪堆的狮子——见不得太阳
16598 干坝里的河沙——捏不到一块儿
16599 上锈的铁锁——难开窍
16600 杀猪的卖肉——内行
16601 买把韭菜不摘——抖搂啥
16602 灶角上的抹布——不见世面
16603 属野鸡的——吃碰头食
16604 秤钩吊在屁股上——自称自
16605 西施上庵堂——美妙
16606 咸鱼落塘——不知死活
16607 运动员下跑场——你追我赶
16608 断了线的珠子——七零八落
16609 火柴把儿上绑鸡毛——小掸子
16610 牛粪上插花——底子臭
16611 癞蛤蟆吞月亮——痴心妄想
16612 清水锅里煮铜钱——一眼看到了底
16613 青出于蓝而胜于蓝——后来居上
16614 清明节的竹笋子——节节高
16615 百斤面蒸寿桃——废物点心
16616 大海捞针——不知从何处下手
16617 中堂挂草席——不象话
16618 打昏了的叫鸡——不知早晚
16619 老佛爷念素珠——心中有数
16620 急水滩头放鸭子——一去不回头
16621 屎壳螂打哈欠——好大的口气
16622 儿媳妇儿抓破老公公脸——暗里咽下这口气
16623 小鸡抱黄连——自讨苦吃
16624 断了线的风筝——无牵无挂
16625 猫钻狗洞——容易通过
16626 牛牵鼻子马抓鬃——抓住了关键
16627 炒菜的勺子——尝尽了酸甜苦辣
16628 热身子掉进冰窖里——凉了大半截儿
16629 陌路相逢谈恋爱——一见钟情
16630 鸡窝里摆棒槌——捣蛋
16631 土地爷坐深山——没香火
16632 老鼠掉在油锅里——罪过难受
16633 一杆子插进龙潭里——探不出个水深浅
16634 歪嘴吃锅巴——斜嚼
16635 冬天戴皮帽——不动脑筋
16636 眼畔上栽刺——扎眼
16637 墙头种白菜——难交
16638 牛车追马车——赶不上
16639 杨柳枝上的仙水——大家洒洒
16640 老虎拉车——乱套
16641 铁匠打铁——锤锤着
16642 老鼠精转生的——心里有七十二个转轴
16643 红萝卜——红皮白心儿
16644 蛤蟆跳门槛——又蹲屁股又伤脸
16645 十套锣鼓一齐敲——热闹
16646 鹰飞蓝天，狐走夜路——各走各的路
16647 棉花种喂牲口——不是好料
16648 鳌盘上的蚂蚁——一霎也站脚不住
16649 三仙姑传道——一人一个说法
16650 蒙在鼓里听打雷——弄不清东南西北
16651 跳上舞台凑热闹——逢场作戏
16652 诸葛亮草船借箭——有借无还
16653 和尚拜丈人——没有这回事
16654 上门买卖——不做不成
16655 鸡飞蛋打——两头落空
16656 雷打土地庙——上神压下神
16657 头顶上生眼睛——旁若无人
16658 刘阿斗的江山——白送
16659 泄了气的皮球——瘪了
16660 面条子拌上面疙瘩——净是条条块块
16661 打蛇打到七寸上——正好
16662 铜钣上钉铆钉——一是一，二是二
16663 丈母娘看女婿——越看越有趣
16664 和尚的住处——妙
16665 懒老婆上轿——愿上不愿下
16666 卖癣疮药的——扎空枪
16667 卖油的敲锅盖——好大的牌子
16668 嘴请客，手关门——虚情假意
16669 剃头不用刀——全靠会推
16670 朝种树，夜乘凉——不可能的事
16671 棉花店里挂弓——不弹
16672 毛驴拉磨——原地打转
16673 炒虾等不得红——性太急
16674 秦琼的马——膘在内里
16675 狗啃碗片——满嘴里是瓷
16676 麻雀屙屎大过箩——大话
16677 流丐掘得金窖——好不欢喜
16678 仓库搬家——翻老底儿
16679 狗尾做弦——不值一弹
16680 老鸦啄柿子——拣着熟的开口
16681 打铁的拆炉子——散火
16682 拉了弦的手榴弹——给谁谁不要
16683 校场上的枣红马儿——经过大阵
16684 饭锅冒烟——迷糊
16685 龙王爷拜太阳神——还能差那把火
16686 毛竹筷子——莫认真
16687 刚学拳就上山打虎——找死
16688 鼓槌打石榴——敲到点子上了
16689 东街发货西街卖——不图赚钱只图快
16690 九牛爬坡——个个出力
16691 穿新鞋走老路——因循守旧
16692 小瞎磨刀——透亮
16693 织布没梭子——怎么值啊
16694 一二三四五六七——王八
16695 牵牛牵鼻子——抓住了关键
16696 肥皂泡——不攻自破
16697 观音菩萨——年年十八
16698 火上烘鸡毛——着了
16699 咸菜缸里的石头——一言难尽
16700 石灰窑里安电灯——明明白白
16701 《百家姓》不读头一个字——开口就是钱
16702 胸前害疮，背后流脓——坏透了
16703 灶王爷逃难——慌了神
16704 猴子捞月亮——空忙一场
16705 石佛寺长老——请着你就张致
16706 旱天的田螺——有口难开
16707 腿上绑大锣——走到哪里响到哪里
16708 出窑的石灰遇到水——四分五裂
16709 阴沟里过鸭子——咬着尾巴地下
16710 属算盘珠子的——不拨不动
16711 饭甑里蒸黄连——苦闷
16712 三脚板凳——一推便倒
16713 卖萝卜的跟着盐担子走——咸嘈心
16714 铁桶里放鞭炮——空想
16715 管中窥豹——所见不多
16716 牛吃庄稼——不分你我
16717 鸭子死了——嘴儿硬
16718 秧鸡子下田——顾头不顾尾
16719 半天中吊铃铛——无牵无挂
16720 鸭子凫水——暗底下使劲
16721 黑母鸡——一窝儿
16722 偷嘴的狗——见人就逃
16723 甘蔗插进了蜂蜜罐——甜上加甜
16724 二郎神的慧眼——有远见
16725 十二岁进敬老院——莫把清福享早了
16726 碗店里搬场——少不了你这辞
16727 风马牛——互不相干
16728 弯腰树——直不起来
16729 耗子爬竹竿——一节一节来
16730 心里揣着个小算盘——打着小九九
16731 高山滚鼓——不通不通又不通
16732 披着被窝烤火——红火得连扣门子也找不见
16733 杉树梢头挂剪刀——高才
16734 八仙吹喇叭——神气十足
16735 吊死鬼搽粉——死要脸
16736 肉头老撞着显道神——你也说不得我长，我也道不得你短
16737 老藤爬树——缠住不放
16738 挨了巴掌赔不是——奴颜媚骨
16739 横扛竹竿进城门——行不通
16740 黑瞎子掰苞米——出力很大，收获很小
16741 炕洞里的耗子——横竖不怕黑
16742 望江亭上度中秋——近水楼台先得月
16743 瓮中的王八——跑不了
16744 酒盅里洗澡——小人
16745 八仙桌缺只腿——搁不平
16746 洞房里说话——就两口
16747 老黄历——翻不得
16748 鸭吃砻糠——一场空欢喜
16749 村里先生放学——一伙子都跑了
16750 烟袋杆里插席篾儿——气不顺
16751 薛仁贵的行头——白跑
16752 跳到染缸里——洗不清
16753 鸡肠子上刮膏——油水不大
16754 齐桓公的老马——迷途知返
16755 被窝里放屁——独吞
16756 好人坐班房——不白之冤
16757 珍珠少个眼儿——再光滑也是瞎宝
16758 挨了棒的狗——垂头丧气
16759 画在墙上的烧饼——不能充饥
16760 吃着碗里看着锅里——贪心不足
16761 骑牛追马——望尘莫及
16762 怀里揣只猫——抓得心里怪痒痒的
16763 老太太住高楼——上下两难
16764 说嘴大夫——治不了病
16765 惊蛰后的青竹蛇——一个比一个凶
16766 船头上跑马——前途有限
16767 癞蛤蟆敲大鼓——自吹自擂
16768 旱地里插柳条——能活就活，不活也不丢啥
16769 大年三十看皇历——没日期
16770 泼着坛坛碰罐罐——以烂为烂
16771 三钱买匹马——自夸自骑
16772 一只手吹笛子——顾此失彼
16773 狼看羊羔——越看越少
16774 灯笼失火——露骨
16775 街道司衙门——唬得过谁
16776 口渴遇甘泉——正合心意
16777 佛殿里的罗汉——一肚子疑
16778 擀面杖分长短——大有大用，小有小用
16779 冷锅贴饼子——蔫不出溜地下去
16780 枕着竹筒睡大觉——空头空脑
16781 扫把写诗——好大话
16782 背起棺材过黄河——连后路都准备好了
16783 扁担上睡觉——想得宽
16784 新上套的驴驹子——不老实
16785 狐狸精捧笙——狐吹
16786 半天云中拍巴掌——高手
16787 吹鼓手娶媳妇——自吹自擂
16788 叫化子丢拐棍——曼狗气
16789 瞎子纫针——对不上眼
16790 秤砣碰铁蛋——硬对硬
16791 大姑娘裁尿布——闲时做下忙时用
16792 天井里捉鱼虾——没来路
16793 局屎嚼甜棒儿——挺是滋味儿
16794 被子里边烂——表面好
16795 饿着肚子造反——借机闹事
16796 和尚分家——多事
16797 娶媳妇坐抬筐——缺觉
16798 好马不吃回头草——倔强
16799 鱼游锅中——好景不长
16800 湘绣被面包画册——话中有话
16801 秃子捡梳子——没用处
16802 老虎扮和尚——人面兽心
16803 脱了线的风筝——远走高飞
16804 盲人给盲带路——瞎扯
16805 老鸹落在煤堆上——不显眼
16806 天上的月亮——看着晃眼，想够又够不着
16807 鼻梁上套绳索——让人牵着鼻子走
16808 马镫子钉掌——空前绝后
16809 二踢脚上天——两头响
16810 砍了头的竹子——节外生枝
16811 光打雷不下雨——空想一场
16812 太阳下面的雪人——不长久
16813 玉皇大帝愁驸马——天大笑话
16814 崖头缝里逮螃蟹——十拿九稳
16815 磨眼里冒青烟——严过火了
16816 吃了醉药——走不稳
16817 头发丝扣算盘——精打细算
16818 菩萨的长虫——佛口蛇心
16819 蛇吃鳗鱼——比长短
16820 提傀儡上戏场——还少一口气儿
16821 老汉啃甘蔗——咬牙切齿
16822 包脚布做衣领——臭了一圈儿
16823 吃稀饭泡汤——亲上加亲
16824 屎壳郎搬家——走一路，臭一路
16825 八分材料做了十个纸人——一分人才都不够
16826 狗撵鸭子——呱呱叫
16827 蒋干过江——成事不足，败事有余
16828 额头上画王字——充老虎吓人
16829 马路上的传单——白给
16830 口袋里装牛梭头——内里有弯
16831 骑虎之势——不得自由
16832 马戏团的猴子——任人耍
16833 潘金莲的脚趾头——一个好的没有
16834 财神爷摆手——没钱
16835 猴吃辣椒——直了眼儿
16836 啄木鸟发疟子——别看身虚腿软，嘴可硬
16837 千里长棚——没个不散的筵席
16838 屋漏又逢连夜雨——越怕问题越有问题
16839 猫扳甑子——给狗赶了膳
16840 老牛挨鞭子——忍辱负重
16841 咸菜拌大酱——严重
16842 强盗杀死赵公元帅——谋财害命
16843 钥匙挂在肚肺上——活开穷心
16844 火车上演戏——载歌载舞
16845 河里仰脸——露出头来
16846 买根钢针不穿线——少个窟眼
16847 拿着草帽当锅盖——乱扣帽子
16848 牛身上拔根汗毛——毫不在意
16849 鲁班门前抡斧——不知天高地厚
16850 半天云里挂锅铲——吵翻了天
16851 十八个罗汉乱点头——不知哪位是真神
16852 渔篮子提水——没一处不是漏子
16853 地球安把——大梨一个
16854 风吹头发——发动
16855 赤脚戴礼帽——上下不相称
16856 戏娃子转圈圈——走过场
16857 鸡屁股拴绳——扯淡
16858 各人一把号——各吹各的调
16859 山杏核——苦人儿
16860 大海里的一滴水——有你不多，没你不少
16861 南北大道——不成东西
16862 小羊羔拉屎——稀稀拉拉
16863 耗子栽进书篓里——咬文嚼字
16864 卖糖人儿和捏洋号的——能吹
16865 乌龟碰壁——得缩头时且缩头
16866 嫁出去的女儿泼出去的水——收不回来
16867 洗脚水沏茶——省柴禾
16868 肉汤里煮元宵——混蛋
16869 大年初一吃饺子——只等下锅
16870 无赖打路人——无理取闹
16871 鸳鸯捉鱼虾——嘴长
16872 火车站上的铁轨——道道多着哩
16873 叫花子吃肉——讨来的
16874 姜太公在此——没有你们的位子
16875 猴子拉车——又蹦又跳
16876 说书的嘴，唱戏的腿——说近就近，说远就远
16877 十字街口贴告示——众所周知
16878 猪圈里的黄牛——数你大
16879 石崖压着嫩枝芽——抬不起头来
16880 城隍庙里的鼓槌——一对
16881 豹子进山——浑身是胆
16882 鸡群里的仙鹤——高人一头
16883 半空中挂锅铲——吵翻了天
16884 乌龟爬沙——慢慢来
16885 十五面铜锣——七想八想
16886 板凳上睡觉——翻不了身
